row_index,element,Te,Ne
1777,B,8777.777777777777,3.34e+18
1778,Ba,8777.777777777777,3.34e+18
1779,Be,8777.777777777777,3.34e+18
1780,Bi,8777.777777777777,3.34e+18
1781,Br,8777.777777777777,3.34e+18
1782,C,8777.777777777777,3.34e+18
1783,Ca,8777.777777777777,3.34e+18
1784,Cd,8777.777777777777,3.34e+18
1785,Ce,8777.777777777777,3.34e+18
1786,Cl,8777.777777777777,3.34e+18
1787,Co,8777.777777777777,3.34e+18
1788,Cr,8777.777777777777,3.34e+18
1789,Cs,8777.777777777777,3.34e+18
1790,Cu,8777.777777777777,3.34e+18
1791,Dy,8777.777777777777,3.34e+18
1792,Er,8777.777777777777,3.34e+18
1793,Eu,8777.777777777777,3.34e+18
1794,F,8777.777777777777,3.34e+18
1795,Fe,8777.777777777777,3.34e+18
1796,Fr,8777.777777777777,3.34e+18
1797,Ga,8777.777777777777,3.34e+18
1798,Gd,8777.777777777777,3.34e+18
1799,Ge,8777.777777777777,3.34e+18
1800,H,8777.777777777777,3.34e+18
1801,He,8777.777777777777,3.34e+18
1802,Hf,8777.777777777777,3.34e+18
1803,Hg,8777.777777777777,3.34e+18
1804,Ho,8777.777777777777,3.34e+18
1805,K,8777.777777777777,3.34e+18
1806,Kr,8777.777777777777,3.34e+18
1807,La,8777.777777777777,3.34e+18
1808,Li,8777.777777777777,3.34e+18
1809,Lu,8777.777777777777,3.34e+18
1810,Mg,8777.777777777777,3.34e+18
1811,Mn,8777.777777777777,3.34e+18
1812,Mo,8777.777777777777,3.34e+18
1813,N,8777.777777777777,3.34e+18
1814,Na,8777.777777777777,3.34e+18
1815,Nd,8777.777777777777,3.34e+18
1816,Ne,8777.777777777777,3.34e+18
1817,Ni,8777.777777777777,3.34e+18
1818,O,8777.777777777777,3.34e+18
1819,P,8777.777777777777,3.34e+18
1820,Pb,8777.777777777777,3.34e+18
1821,Pd,8777.777777777777,3.34e+18
1822,Pr,8777.777777777777,3.34e+18
1823,Pt,8777.777777777777,3.34e+18
1824,Ra,8777.777777777777,3.34e+18
1825,Rb,8777.777777777777,3.34e+18
1826,Rh,8777.777777777777,3.34e+18
1827,Ru,8777.777777777777,3.34e+18
1828,S,8777.777777777777,3.34e+18
1829,Sb,8777.777777777777,3.34e+18
1830,Sc,8777.777777777777,3.34e+18
1831,Si,8777.777777777777,3.34e+18
1832,Sm,8777.777777777777,3.34e+18
1833,Sn,8777.777777777777,3.34e+18
1834,Sr,8777.777777777777,3.34e+18
1835,Ta,8777.777777777777,3.34e+18
1836,Tb,8777.777777777777,3.34e+18
1837,Tc,8777.777777777777,3.34e+18
1838,Te,8777.777777777777,3.34e+18
1839,Ti,8777.777777777777,3.34e+18
1840,Tl,8777.777777777777,3.34e+18
1841,Tm,8777.777777777777,3.34e+18
1842,V,8777.777777777777,3.34e+18
1843,W,8777.777777777777,3.34e+18
1844,Xe,8777.777777777777,3.34e+18
1845,Y,8777.777777777777,3.34e+18
1846,Yb,8777.777777777777,3.34e+18
1847,Zn,8777.777777777777,3.34e+18
1848,Ac,8777.777777777777,4.45e+18
1849,Ag,8777.777777777777,4.45e+18
1850,Al,8777.777777777777,4.45e+18
1851,Ar,8777.777777777777,4.45e+18
1852,As,8777.777777777777,4.45e+18
1853,Au,8777.777777777777,4.45e+18
1854,B,8777.777777777777,4.45e+18
1855,Ba,8777.777777777777,4.45e+18
1856,Be,8777.777777777777,4.45e+18
1857,Bi,8777.777777777777,4.45e+18
1858,Br,8777.777777777777,4.45e+18
1859,C,8777.777777777777,4.45e+18
1860,Ca,8777.777777777777,4.45e+18
1861,Cd,8777.777777777777,4.45e+18
1862,Ce,8777.777777777777,4.45e+18
1863,Cl,8777.777777777777,4.45e+18
1864,Co,8777.777777777777,4.45e+18
1865,Cr,8777.777777777777,4.45e+18
1866,Cs,8777.777777777777,4.45e+18
1867,Cu,8777.777777777777,4.45e+18
1868,Dy,8777.777777777777,4.45e+18
1869,Er,8777.777777777777,4.45e+18
1870,Eu,8777.777777777777,4.45e+18
1871,F,8777.777777777777,4.45e+18
1872,Fe,8777.777777777777,4.45e+18
1873,Fr,8777.777777777777,4.45e+18
1874,Ga,8777.777777777777,4.45e+18
1875,Gd,8777.777777777777,4.45e+18
1876,Ge,8777.777777777777,4.45e+18
1877,H,8777.777777777777,4.45e+18
1878,He,8777.777777777777,4.45e+18
1879,Hf,8777.777777777777,4.45e+18
1880,Hg,8777.777777777777,4.45e+18
1881,Ho,8777.777777777777,4.45e+18
1882,K,8777.777777777777,4.45e+18
1883,Kr,8777.777777777777,4.45e+18
1884,La,8777.777777777777,4.45e+18
1885,Li,8777.777777777777,4.45e+18
1886,Lu,8777.777777777777,4.45e+18
1887,Mg,8777.777777777777,4.45e+18
1888,Mn,8777.777777777777,4.45e+18
1889,Mo,8777.777777777777,4.45e+18
1890,N,8777.777777777777,4.45e+18
1891,Na,8777.777777777777,4.45e+18
1892,Nd,8777.777777777777,4.45e+18
1893,Ne,8777.777777777777,4.45e+18
1894,Ni,8777.777777777777,4.45e+18
1895,O,8777.777777777777,4.45e+18
1896,P,8777.777777777777,4.45e+18
1897,Pb,8777.777777777777,4.45e+18
1898,Pd,8777.777777777777,4.45e+18
1899,Pr,8777.777777777777,4.45e+18
1900,Pt,8777.777777777777,4.45e+18
1901,Ra,8777.777777777777,4.45e+18
1902,Rb,8777.777777777777,4.45e+18
1903,Rh,8777.777777777777,4.45e+18
1904,Ru,8777.777777777777,4.45e+18
1905,S,8777.777777777777,4.45e+18
1906,Sb,8777.777777777777,4.45e+18
1907,Sc,8777.777777777777,4.45e+18
1908,Si,8777.777777777777,4.45e+18
1909,Sm,8777.777777777777,4.45e+18
1910,Sn,8777.777777777777,4.45e+18
1911,Sr,8777.777777777777,4.45e+18
1912,Ta,8777.777777777777,4.45e+18
1913,Tb,8777.777777777777,4.45e+18
1914,Tc,8777.777777777777,4.45e+18
1915,Te,8777.777777777777,4.45e+18
1916,Ti,8777.777777777777,4.45e+18
1917,Tl,8777.777777777777,4.45e+18
1918,Tm,8777.777777777777,4.45e+18
1919,V,8777.777777777777,4.45e+18
1920,W,8777.777777777777,4.45e+18
1921,Xe,8777.777777777777,4.45e+18
1922,Y,8777.777777777777,4.45e+18
1923,Yb,8777.777777777777,4.45e+18
1924,Zn,8777.777777777777,4.45e+18
1925,Ac,8777.777777777777,5.56e+18
1926,Ag,8777.777777777777,5.56e+18
1927,Al,8777.777777777777,5.56e+18
1928,Ar,8777.777777777777,5.56e+18
1929,As,8777.777777777777,5.56e+18
1930,Au,8777.777777777777,5.56e+18
1931,B,8777.777777777777,5.56e+18
1932,Ba,8777.777777777777,5.56e+18
1933,Be,8777.777777777777,5.56e+18
1934,Bi,8777.777777777777,5.56e+18
1935,Br,8777.777777777777,5.56e+18
1936,C,8777.777777777777,5.56e+18
1937,Ca,8777.777777777777,5.56e+18
1938,Cd,8777.777777777777,5.56e+18
1939,Ce,8777.777777777777,5.56e+18
1940,Cl,8777.777777777777,5.56e+18
1941,Co,8777.777777777777,5.56e+18
1942,Cr,8777.777777777777,5.56e+18
1943,Cs,8777.777777777777,5.56e+18
1944,Cu,8777.777777777777,5.56e+18
1945,Dy,8777.777777777777,5.56e+18
1946,Er,8777.777777777777,5.56e+18
1947,Eu,8777.777777777777,5.56e+18
1948,F,8777.777777777777,5.56e+18
1949,Fe,8777.777777777777,5.56e+18
1950,Fr,8777.777777777777,5.56e+18
1951,Ga,8777.777777777777,5.56e+18
1952,Gd,8777.777777777777,5.56e+18
1953,Ge,8777.777777777777,5.56e+18
1954,H,8777.777777777777,5.56e+18
1955,He,8777.777777777777,5.56e+18
1956,Hf,8777.777777777777,5.56e+18
1957,Hg,8777.777777777777,5.56e+18
1958,Ho,8777.777777777777,5.56e+18
1959,K,8777.777777777777,5.56e+18
1960,Kr,8777.777777777777,5.56e+18
1961,La,8777.777777777777,5.56e+18
1962,Li,8777.777777777777,5.56e+18
1963,Lu,8777.777777777777,5.56e+18
1964,Mg,8777.777777777777,5.56e+18
1965,Mn,8777.777777777777,5.56e+18
1966,Mo,8777.777777777777,5.56e+18
1967,N,8777.777777777777,5.56e+18
1968,Na,8777.777777777777,5.56e+18
1969,Nd,8777.777777777777,5.56e+18
1970,Ne,8777.777777777777,5.56e+18
1971,Ni,8777.777777777777,5.56e+18
1972,O,8777.777777777777,5.56e+18
1973,P,8777.777777777777,5.56e+18
1974,Pb,8777.777777777777,5.56e+18
1975,Pd,8777.777777777777,5.56e+18
1976,Pr,8777.777777777777,5.56e+18
1977,Pt,8777.777777777777,5.56e+18
1978,Ra,8777.777777777777,5.56e+18
1979,Rb,8777.777777777777,5.56e+18
1980,Rh,8777.777777777777,5.56e+18
1981,Ru,8777.777777777777,5.56e+18
1982,S,8777.777777777777,5.56e+18
1983,Sb,8777.777777777777,5.56e+18
1984,Sc,8777.777777777777,5.56e+18
1985,Si,8777.777777777777,5.56e+18
1986,Sm,8777.777777777777,5.56e+18
1987,Sn,8777.777777777777,5.56e+18
1988,Sr,8777.777777777777,5.56e+18
1989,Ta,8777.777777777777,5.56e+18
1990,Tb,8777.777777777777,5.56e+18
1991,Tc,8777.777777777777,5.56e+18
1992,Te,8777.777777777777,5.56e+18
1993,Ti,8777.777777777777,5.56e+18
1994,Tl,8777.777777777777,5.56e+18
1995,Tm,8777.777777777777,5.56e+18
1996,V,8777.777777777777,5.56e+18
1997,W,8777.777777777777,5.56e+18
1998,Xe,8777.777777777777,5.56e+18
1999,Y,8777.777777777777,5.56e+18
2000,Yb,8777.777777777777,5.56e+18
2001,Zn,8777.777777777777,5.56e+18
2002,Ac,8777.777777777777,6.67e+18
2003,Ag,8777.777777777777,6.67e+18
2004,Al,8777.777777777777,6.67e+18
2005,Ar,8777.777777777777,6.67e+18
2006,As,8777.777777777777,6.67e+18
2007,Au,8777.777777777777,6.67e+18
2008,B,8777.777777777777,6.67e+18
2009,Ba,8777.777777777777,6.67e+18
2010,Be,8777.777777777777,6.67e+18
2011,Bi,8777.777777777777,6.67e+18
2012,Br,8777.777777777777,6.67e+18
2013,C,8777.777777777777,6.67e+18
2014,Ca,8777.777777777777,6.67e+18
2015,Cd,8777.777777777777,6.67e+18
2016,Ce,8777.777777777777,6.67e+18
2017,Cl,8777.777777777777,6.67e+18
2018,Co,8777.777777777777,6.67e+18
2019,Cr,8777.777777777777,6.67e+18
2020,Cs,8777.777777777777,6.67e+18
2021,Cu,8777.777777777777,6.67e+18
2022,Dy,8777.777777777777,6.67e+18
2023,Er,8777.777777777777,6.67e+18
2024,Eu,8777.777777777777,6.67e+18
2025,F,8777.777777777777,6.67e+18
2026,Fe,8777.777777777777,6.67e+18
2027,Fr,8777.777777777777,6.67e+18
2028,Ga,8777.777777777777,6.67e+18
2029,Gd,8777.777777777777,6.67e+18
2030,Ge,8777.777777777777,6.67e+18
2031,H,8777.777777777777,6.67e+18
2032,He,8777.777777777777,6.67e+18
2033,Hf,8777.777777777777,6.67e+18
2034,Hg,8777.777777777777,6.67e+18
2035,Ho,8777.777777777777,6.67e+18
2036,K,8777.777777777777,6.67e+18
2037,Kr,8777.777777777777,6.67e+18
2038,La,8777.777777777777,6.67e+18
2039,Li,8777.777777777777,6.67e+18
2040,Lu,8777.777777777777,6.67e+18
2041,Mg,8777.777777777777,6.67e+18
2042,Mn,8777.777777777777,6.67e+18
2043,Mo,8777.777777777777,6.67e+18
2044,N,8777.777777777777,6.67e+18
2045,Na,8777.777777777777,6.67e+18
2046,Nd,8777.777777777777,6.67e+18
2047,Ne,8777.777777777777,6.67e+18
2048,Ni,8777.777777777777,6.67e+18
2049,O,8777.777777777777,6.67e+18
2050,P,8777.777777777777,6.67e+18
2051,Pb,8777.777777777777,6.67e+18
2052,Pd,8777.777777777777,6.67e+18
2053,Pr,8777.777777777777,6.67e+18
2054,Pt,8777.777777777777,6.67e+18
2055,Ra,8777.777777777777,6.67e+18
2056,Rb,8777.777777777777,6.67e+18
2057,Rh,8777.777777777777,6.67e+18
2058,Ru,8777.777777777777,6.67e+18
2059,S,8777.777777777777,6.67e+18
2060,Sb,8777.777777777777,6.67e+18
2061,Sc,8777.777777777777,6.67e+18
2062,Si,8777.777777777777,6.67e+18
2063,Sm,8777.777777777777,6.67e+18
2064,Sn,8777.777777777777,6.67e+18
2065,Sr,8777.777777777777,6.67e+18
2066,Ta,8777.777777777777,6.67e+18
2067,Tb,8777.777777777777,6.67e+18
2068,Tc,8777.777777777777,6.67e+18
2069,Te,8777.777777777777,6.67e+18
2070,Ti,8777.777777777777,6.67e+18
2071,Tl,8777.777777777777,6.67e+18
2072,Tm,8777.777777777777,6.67e+18
2073,V,8777.777777777777,6.67e+18
2074,W,8777.777777777777,6.67e+18
2075,Xe,8777.777777777777,6.67e+18
2076,Y,8777.777777777777,6.67e+18
2077,Yb,8777.777777777777,6.67e+18
2078,Zn,8777.777777777777,6.67e+18
2079,Ac,8777.777777777777,7.78e+18
2080,Ag,8777.777777777777,7.78e+18
2081,Al,8777.777777777777,7.78e+18
2082,Ar,8777.777777777777,7.78e+18
2083,As,8777.777777777777,7.78e+18
2084,Au,8777.777777777777,7.78e+18
2085,B,8777.777777777777,7.78e+18
2086,Ba,8777.777777777777,7.78e+18
2087,Be,8777.777777777777,7.78e+18
2088,Bi,8777.777777777777,7.78e+18
2089,Br,8777.777777777777,7.78e+18
2090,C,8777.777777777777,7.78e+18
2091,Ca,8777.777777777777,7.78e+18
2092,Cd,8777.777777777777,7.78e+18
2093,Ce,8777.777777777777,7.78e+18
2094,Cl,8777.777777777777,7.78e+18
2095,Co,8777.777777777777,7.78e+18
2096,Cr,8777.777777777777,7.78e+18
2097,Cs,8777.777777777777,7.78e+18
2098,Cu,8777.777777777777,7.78e+18
2099,Dy,8777.777777777777,7.78e+18
2100,Er,8777.777777777777,7.78e+18
2101,Eu,8777.777777777777,7.78e+18
2102,F,8777.777777777777,7.78e+18
2103,Fe,8777.777777777777,7.78e+18
2104,Fr,8777.777777777777,7.78e+18
2105,Ga,8777.777777777777,7.78e+18
2106,Gd,8777.777777777777,7.78e+18
2107,Ge,8777.777777777777,7.78e+18
2108,H,8777.777777777777,7.78e+18
2109,He,8777.777777777777,7.78e+18
2110,Hf,8777.777777777777,7.78e+18
2111,Hg,8777.777777777777,7.78e+18
2112,Ho,8777.777777777777,7.78e+18
2113,K,8777.777777777777,7.78e+18
2114,Kr,8777.777777777777,7.78e+18
2115,La,8777.777777777777,7.78e+18
2116,Li,8777.777777777777,7.78e+18
2117,Lu,8777.777777777777,7.78e+18
2118,Mg,8777.777777777777,7.78e+18
2119,Mn,8777.777777777777,7.78e+18
2120,Mo,8777.777777777777,7.78e+18
2121,N,8777.777777777777,7.78e+18
2122,Na,8777.777777777777,7.78e+18
2123,Nd,8777.777777777777,7.78e+18
2124,Ne,8777.777777777777,7.78e+18
2125,Ni,8777.777777777777,7.78e+18
2126,O,8777.777777777777,7.78e+18
2127,P,8777.777777777777,7.78e+18
2128,Pb,8777.777777777777,7.78e+18
2129,Pd,8777.777777777777,7.78e+18
2130,Pr,8777.777777777777,7.78e+18
2131,Pt,8777.777777777777,7.78e+18
2132,Ra,8777.777777777777,7.78e+18
2133,Rb,8777.777777777777,7.78e+18
2134,Rh,8777.777777777777,7.78e+18
2135,Ru,8777.777777777777,7.78e+18
2136,S,8777.777777777777,7.78e+18
2137,Sb,8777.777777777777,7.78e+18
2138,Sc,8777.777777777777,7.78e+18
2139,Si,8777.777777777777,7.78e+18
2140,Sm,8777.777777777777,7.78e+18
2141,Sn,8777.777777777777,7.78e+18
2142,Sr,8777.777777777777,7.78e+18
2143,Ta,8777.777777777777,7.78e+18
2144,Tb,8777.777777777777,7.78e+18
2145,Tc,8777.777777777777,7.78e+18
2146,Te,8777.777777777777,7.78e+18
2147,Ti,8777.777777777777,7.78e+18
2148,Tl,8777.777777777777,7.78e+18
2149,Tm,8777.777777777777,7.78e+18
2150,V,8777.777777777777,7.78e+18
2151,W,8777.777777777777,7.78e+18
2152,Xe,8777.777777777777,7.78e+18
2153,Y,8777.777777777777,7.78e+18
2154,Yb,8777.777777777777,7.78e+18
2155,Zn,8777.777777777777,7.78e+18
2156,Ac,8777.777777777777,8.89e+18
2157,Ag,8777.777777777777,8.89e+18
2158,Al,8777.777777777777,8.89e+18
2159,Ar,8777.777777777777,8.89e+18
2160,As,8777.777777777777,8.89e+18
2161,Au,8777.777777777777,8.89e+18
2162,B,8777.777777777777,8.89e+18
2163,Ba,8777.777777777777,8.89e+18
2164,Be,8777.777777777777,8.89e+18
2165,Bi,8777.777777777777,8.89e+18
2166,Br,8777.777777777777,8.89e+18
2167,C,8777.777777777777,8.89e+18
2168,Ca,8777.777777777777,8.89e+18
2169,Cd,8777.777777777777,8.89e+18
2170,Ce,8777.777777777777,8.89e+18
2171,Cl,8777.777777777777,8.89e+18
2172,Co,8777.777777777777,8.89e+18
2173,Cr,8777.777777777777,8.89e+18
2174,Cs,8777.777777777777,8.89e+18
2175,Cu,8777.777777777777,8.89e+18
2176,Dy,8777.777777777777,8.89e+18
2177,Er,8777.777777777777,8.89e+18
2178,Eu,8777.777777777777,8.89e+18
2179,F,8777.777777777777,8.89e+18
2180,Fe,8777.777777777777,8.89e+18
2181,Fr,8777.777777777777,8.89e+18
2182,Ga,8777.777777777777,8.89e+18
2183,Gd,8777.777777777777,8.89e+18
2184,Ge,8777.777777777777,8.89e+18
2185,H,8777.777777777777,8.89e+18
2186,He,8777.777777777777,8.89e+18
2187,Hf,8777.777777777777,8.89e+18
2188,Hg,8777.777777777777,8.89e+18
2189,Ho,8777.777777777777,8.89e+18
2190,K,8777.777777777777,8.89e+18
2191,Kr,8777.777777777777,8.89e+18
2192,La,8777.777777777777,8.89e+18
2193,Li,8777.777777777777,8.89e+18
2194,Lu,8777.777777777777,8.89e+18
2195,Mg,8777.777777777777,8.89e+18
2196,Mn,8777.777777777777,8.89e+18
2197,Mo,8777.777777777777,8.89e+18
2198,N,8777.777777777777,8.89e+18
2199,Na,8777.777777777777,8.89e+18
2200,Nd,8777.777777777777,8.89e+18
2201,Ne,8777.777777777777,8.89e+18
2202,Ni,8777.777777777777,8.89e+18
2203,O,8777.777777777777,8.89e+18
2204,P,8777.777777777777,8.89e+18
2205,Pb,8777.777777777777,8.89e+18
2206,Pd,8777.777777777777,8.89e+18
2207,Pr,8777.777777777777,8.89e+18
2208,Pt,8777.777777777777,8.89e+18
2209,Ra,8777.777777777777,8.89e+18
2210,Rb,8777.777777777777,8.89e+18
2211,Rh,8777.777777777777,8.89e+18
2212,Ru,8777.777777777777,8.89e+18
2213,S,8777.777777777777,8.89e+18
2214,Sb,8777.777777777777,8.89e+18
2215,Sc,8777.777777777777,8.89e+18
2216,Si,8777.777777777777,8.89e+18
2217,Sm,8777.777777777777,8.89e+18
2218,Sn,8777.777777777777,8.89e+18
2219,Sr,8777.777777777777,8.89e+18
2220,Ta,8777.777777777777,8.89e+18
2221,Tb,8777.777777777777,8.89e+18
2222,Tc,8777.777777777777,8.89e+18
2223,Te,8777.777777777777,8.89e+18
2224,Ti,8777.777777777777,8.89e+18
2225,Tl,8777.777777777777,8.89e+18
2226,Tm,8777.777777777777,8.89e+18
2227,V,8777.777777777777,8.89e+18
2228,W,8777.777777777777,8.89e+18
2229,Xe,8777.777777777777,8.89e+18
2230,Y,8777.777777777777,8.89e+18
2231,Yb,8777.777777777777,8.89e+18
2232,Zn,8777.777777777777,8.89e+18
2233,Ac,8777.777777777777,1e+19
2234,Ag,8777.777777777777,1e+19
2235,Al,8777.777777777777,1e+19
2236,Ar,8777.777777777777,1e+19
2237,As,8777.777777777777,1e+19
2238,Au,8777.777777777777,1e+19
2239,B,8777.777777777777,1e+19
2240,Ba,8777.777777777777,1e+19
2241,Be,8777.777777777777,1e+19
2242,Bi,8777.777777777777,1e+19
2243,Br,8777.777777777777,1e+19
2244,C,8777.777777777777,1e+19
2245,Ca,8777.777777777777,1e+19
2246,Cd,8777.777777777777,1e+19
2247,Ce,8777.777777777777,1e+19
2248,Cl,8777.777777777777,1e+19
2249,Co,8777.777777777777,1e+19
2250,Cr,8777.777777777777,1e+19
2251,Cs,8777.777777777777,1e+19
2252,Cu,8777.777777777777,1e+19
2253,Dy,8777.777777777777,1e+19
2254,Er,8777.777777777777,1e+19
2255,Eu,8777.777777777777,1e+19
2256,F,8777.777777777777,1e+19
2257,Fe,8777.777777777777,1e+19
2258,Fr,8777.777777777777,1e+19
2259,Ga,8777.777777777777,1e+19
2260,Gd,8777.777777777777,1e+19
2261,Ge,8777.777777777777,1e+19
2262,H,8777.777777777777,1e+19
2263,He,8777.777777777777,1e+19
2264,Hf,8777.777777777777,1e+19
2265,Hg,8777.777777777777,1e+19
2266,Ho,8777.777777777777,1e+19
2267,K,8777.777777777777,1e+19
2268,Kr,8777.777777777777,1e+19
2269,La,8777.777777777777,1e+19
2270,Li,8777.777777777777,1e+19
2271,Lu,8777.777777777777,1e+19
2272,Mg,8777.777777777777,1e+19
2273,Mn,8777.777777777777,1e+19
2274,Mo,8777.777777777777,1e+19
2275,N,8777.777777777777,1e+19
2276,Na,8777.777777777777,1e+19
2277,Nd,8777.777777777777,1e+19
2278,Ne,8777.777777777777,1e+19
2279,Ni,8777.777777777777,1e+19
2280,O,8777.777777777777,1e+19
2281,P,8777.777777777777,1e+19
2282,Pb,8777.777777777777,1e+19
2283,Pd,8777.777777777777,1e+19
2284,Pr,8777.777777777777,1e+19
2285,Pt,8777.777777777777,1e+19
2286,Ra,8777.777777777777,1e+19
2287,Rb,8777.777777777777,1e+19
2288,Rh,8777.777777777777,1e+19
2289,Ru,8777.777777777777,1e+19
2290,S,8777.777777777777,1e+19
2291,Sb,8777.777777777777,1e+19
2292,Sc,8777.777777777777,1e+19
2293,Si,8777.777777777777,1e+19
2294,Sm,8777.777777777777,1e+19
2295,Sn,8777.777777777777,1e+19
2296,Sr,8777.777777777777,1e+19
2297,Ta,8777.777777777777,1e+19
2298,Tb,8777.777777777777,1e+19
2299,Tc,8777.777777777777,1e+19
2300,Te,8777.777777777777,1e+19
2301,Ti,8777.777777777777,1e+19
2302,Tl,8777.777777777777,1e+19
2303,Tm,8777.777777777777,1e+19
2304,V,8777.777777777777,1e+19
2305,W,8777.777777777777,1e+19
2306,Xe,8777.777777777777,1e+19
2307,Y,8777.777777777777,1e+19
2308,Yb,8777.777777777777,1e+19
2309,Zn,8777.777777777777,1e+19
2310,Ac,9666.666666666668,1e+16
2311,Ag,9666.666666666668,1e+16
2312,Al,9666.666666666668,1e+16
2313,Ar,9666.666666666668,1e+16
2314,As,9666.666666666668,1e+16
2315,Au,9666.666666666668,1e+16
2316,B,9666.666666666668,1e+16
2317,Ba,9666.666666666668,1e+16
2318,Be,9666.666666666668,1e+16
2319,Bi,9666.666666666668,1e+16
2320,Br,9666.666666666668,1e+16
2321,C,9666.666666666668,1e+16
2322,Ca,9666.666666666668,1e+16
2323,Cd,9666.666666666668,1e+16
2324,Ce,9666.666666666668,1e+16
2325,Cl,9666.666666666668,1e+16
2326,Co,9666.666666666668,1e+16
2327,Cr,9666.666666666668,1e+16
2328,Cs,9666.666666666668,1e+16
2329,Cu,9666.666666666668,1e+16
2330,Dy,9666.666666666668,1e+16
2331,Er,9666.666666666668,1e+16
2332,Eu,9666.666666666668,1e+16
2333,F,9666.666666666668,1e+16
2334,Fe,9666.666666666668,1e+16
2335,Fr,9666.666666666668,1e+16
2336,Ga,9666.666666666668,1e+16
2337,Gd,9666.666666666668,1e+16
2338,Ge,9666.666666666668,1e+16
2339,H,9666.666666666668,1e+16
2340,He,9666.666666666668,1e+16
2341,Hf,9666.666666666668,1e+16
2342,Hg,9666.666666666668,1e+16
2343,Ho,9666.666666666668,1e+16
2344,K,9666.666666666668,1e+16
2345,Kr,9666.666666666668,1e+16
2346,La,9666.666666666668,1e+16
2347,Li,9666.666666666668,1e+16
2348,Lu,9666.666666666668,1e+16
2349,Mg,9666.666666666668,1e+16
2350,Mn,9666.666666666668,1e+16
2351,Mo,9666.666666666668,1e+16
2352,N,9666.666666666668,1e+16
2353,Na,9666.666666666668,1e+16
2354,Nd,9666.666666666668,1e+16
2355,Ne,9666.666666666668,1e+16
2356,Ni,9666.666666666668,1e+16
2357,O,9666.666666666668,1e+16
2358,P,9666.666666666668,1e+16
2359,Pb,9666.666666666668,1e+16
2360,Pd,9666.666666666668,1e+16
2361,Pr,9666.666666666668,1e+16
2362,Pt,9666.666666666668,1e+16
2363,Ra,9666.666666666668,1e+16
2364,Rb,9666.666666666668,1e+16
2365,Rh,9666.666666666668,1e+16
2366,Ru,9666.666666666668,1e+16
2367,S,9666.666666666668,1e+16
2368,Sb,9666.666666666668,1e+16
2369,Sc,9666.666666666668,1e+16
2370,Si,9666.666666666668,1e+16
2371,Sm,9666.666666666668,1e+16
2372,Sn,9666.666666666668,1e+16
2373,Sr,9666.666666666668,1e+16
2374,Ta,9666.666666666668,1e+16
2375,Tb,9666.666666666668,1e+16
2376,Tc,9666.666666666668,1e+16
2377,Te,9666.666666666668,1e+16
2378,Ti,9666.666666666668,1e+16
2379,Tl,9666.666666666668,1e+16
2380,Tm,9666.666666666668,1e+16
2381,V,9666.666666666668,1e+16
2382,W,9666.666666666668,1e+16
2383,Xe,9666.666666666668,1e+16
2384,Y,9666.666666666668,1e+16
2385,Yb,9666.666666666668,1e+16
2386,Zn,9666.666666666668,1e+16
2387,Ac,9666.666666666668,1.12e+18
2388,Ag,9666.666666666668,1.12e+18
2389,Al,9666.666666666668,1.12e+18
2390,Ar,9666.666666666668,1.12e+18
2391,As,9666.666666666668,1.12e+18
2392,Au,9666.666666666668,1.12e+18
2393,B,9666.666666666668,1.12e+18
2394,Ba,9666.666666666668,1.12e+18
2395,Be,9666.666666666668,1.12e+18
2396,Bi,9666.666666666668,1.12e+18
2397,Br,9666.666666666668,1.12e+18
2398,C,9666.666666666668,1.12e+18
2399,Ca,9666.666666666668,1.12e+18
2400,Cd,9666.666666666668,1.12e+18
2401,Ce,9666.666666666668,1.12e+18
2402,Cl,9666.666666666668,1.12e+18
2403,Co,9666.666666666668,1.12e+18
2404,Cr,9666.666666666668,1.12e+18
2405,Cs,9666.666666666668,1.12e+18
2406,Cu,9666.666666666668,1.12e+18
2407,Dy,9666.666666666668,1.12e+18
2408,Er,9666.666666666668,1.12e+18
2409,Eu,9666.666666666668,1.12e+18
2410,F,9666.666666666668,1.12e+18
2411,Fe,9666.666666666668,1.12e+18
2412,Fr,9666.666666666668,1.12e+18
2413,Ga,9666.666666666668,1.12e+18
2414,Gd,9666.666666666668,1.12e+18
2415,Ge,9666.666666666668,1.12e+18
2416,H,9666.666666666668,1.12e+18
2417,He,9666.666666666668,1.12e+18
2418,Hf,9666.666666666668,1.12e+18
2419,Hg,9666.666666666668,1.12e+18
2420,Ho,9666.666666666668,1.12e+18
2421,K,9666.666666666668,1.12e+18
2422,Kr,9666.666666666668,1.12e+18
2423,La,9666.666666666668,1.12e+18
2424,Li,9666.666666666668,1.12e+18
2425,Lu,9666.666666666668,1.12e+18
2426,Mg,9666.666666666668,1.12e+18
2427,Mn,9666.666666666668,1.12e+18
2428,Mo,9666.666666666668,1.12e+18
2429,N,9666.666666666668,1.12e+18
2430,Na,9666.666666666668,1.12e+18
2431,Nd,9666.666666666668,1.12e+18
2432,Ne,9666.666666666668,1.12e+18
2433,Ni,9666.666666666668,1.12e+18
2434,O,9666.666666666668,1.12e+18
2435,P,9666.666666666668,1.12e+18
2436,Pb,9666.666666666668,1.12e+18
2437,Pd,9666.666666666668,1.12e+18
2438,Pr,9666.666666666668,1.12e+18
2439,Pt,9666.666666666668,1.12e+18
2440,Ra,9666.666666666668,1.12e+18
2441,Rb,9666.666666666668,1.12e+18
